v2	v1	decl	premise	v1_succ	v1_fail	v2_succ	v2_fail	category	note
430	406	relation ApplyInactivity_over_vids	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	30	9180	30	9180	falsifiable-covered	
431	407	relation ApplyInactivity_over_vids	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	9180	0	9180	0	unfalsifiable-closing	
435	411	def $is_due_slashing_en	-- if (validator.SLASHED = true)	1040	22192	1040	22192	falsifiable-covered	
436	412	def $is_due_slashing_en	-- if ((epoch + ($EPOCHS_PER_SLASHINGS_VECTOR / 2)) = validator.WITHDRAWABLE_EPOCH)	0	1040	0	1040	falsifiable-covered	
438	414	relation DecreaseBalances	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	36	0	36	0	target-limitation	prov-precision addresses; limitation-coordinated: needs due-slashed validator seed (slashed + aligned withdrawable_epoch)
439	415	relation DecreaseBalances	-- if gwei*{gwei <- gwei*} matches []	36	0	36	0	unfalsifiable-tautology	
440	416	relation DecreaseBalances	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	0	0	0	0	target-limitation	limitation-coordinated: needs due-slashed validator seed
442	418	relation DecreaseBalances	-- if gwei*{gwei <- gwei*} matches _ :: _	0	0	0	0	target-limitation	limitation-coordinated: needs due-slashed validator seed
446		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			27	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
447	422	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	27	0	27	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
448		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			27	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
449	423	relation WeighJustificationAndFinalization	-- if ~((balance_prev_epoch_target * 3) >= (balance_total_active * 2))	11	16	11	16	falsifiable-covered	
450	424	relation WeighJustificationAndFinalization	-- if ~((balance_current_epoch_target * 3) >= (balance_total_active * 2))	6	5	6	5	falsifiable-covered	
455		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			6	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
456		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			6	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
457		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			6	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
458		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			6	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
459	429	relation WeighJustificationAndFinalization	-- if ((((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 3))) \/ ((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 2))))	0	6	0	6	falsifiable-covered	
460		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			27	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
461	430	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	27	0	27	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
462		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			27	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
463	431	relation WeighJustificationAndFinalization	-- if ~((balance_prev_epoch_target * 3) >= (balance_total_active * 2))	11	16	11	16	falsifiable-covered	markdown: redundant (deferred)
464	432	relation WeighJustificationAndFinalization	-- if ~((balance_current_epoch_target * 3) >= (balance_total_active * 2))	6	5	6	5	falsifiable-covered	markdown: redundant (deferred)
469		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			6	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
470		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			6	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
471		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			6	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
472		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			6	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
473	437	relation WeighJustificationAndFinalization	-- if (~(((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 3))) /\ ~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 2))))	6	0	6	0	unfalsifiable-closing	
474		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			21	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
475	438	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	21	0	21	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
476		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			21	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
477	439	relation WeighJustificationAndFinalization	-- if ((balance_prev_epoch_target * 3) >= (balance_total_active * 2))	16	5	16	5	falsifiable-covered	dispatch mirror of 450 (exact fail-set identity: ~prev/\cur states); independent dispatch signal, not abort-spillover
478	440	relation WeighJustificationAndFinalization	-- if ~((balance_current_epoch_target * 3) >= (balance_total_active * 2))	9	7	9	7	falsifiable-covered	markdown: redundant (deferred)
484		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			9	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=6)
485		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			9	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=6)
486		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			9	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
487		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			9	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
488	446	relation WeighJustificationAndFinalization	-- if ((((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 3))) \/ ((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 2))))	5	4	5	4	falsifiable-covered	
489		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			16	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
490	447	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	16	0	16	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
491		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			16	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
492	448	relation WeighJustificationAndFinalization	-- if ((balance_prev_epoch_target * 3) >= (balance_total_active * 2))	11	5	11	5	falsifiable-covered	dispatch mirror of 464 (exact fail-set identity: ~prev/\cur states); independent dispatch signal, not abort-spillover
493	449	relation WeighJustificationAndFinalization	-- if ~((balance_current_epoch_target * 3) >= (balance_total_active * 2))	4	7	4	7	falsifiable-covered	markdown: redundant (deferred)
499		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			4	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=6)
500		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			4	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=6)
501		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			4	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
502		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			4	0	unfalsifiable-tautology	new-in-v2; F14; bit[0] literal false
503	455	relation WeighJustificationAndFinalization	-- if (~(((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 3))) /\ ~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 2))))	4	0	4	0	unfalsifiable-closing	
504		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			12	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
505	456	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	12	0	12	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
506		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			12	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
507	457	relation WeighJustificationAndFinalization	-- if ((balance_current_epoch_target * 3) >= (balance_total_active * 2))	12	0	12	0	redundant	was unfalsifiable-closing; spillover of 499/500 (F14 epoch-overflow aborts in justify_both); same 12 evaluations cascade 507-520-533 (combined fail=12)
512		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			12	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=3)
513		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			12	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
514		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			12	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=2)
515		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			12	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=3)
516	462	relation WeighJustificationAndFinalization	-- if ((((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_cur.EPOCH + 2))) \/ ((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ (epoch_cur = (checkpoint_cur.EPOCH + 1))))	7	5	7	5	falsifiable-covered	
517		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			5	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
518	463	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	5	0	5	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
519		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			5	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
520	464	relation WeighJustificationAndFinalization	-- if ((balance_current_epoch_target * 3) >= (balance_total_active * 2))	5	0	5	0	redundant	was unfalsifiable-closing; spillover of 499/500; cascade with 507/533 (combined fail=12)
525		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			5	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=3)
526		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			5	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
527		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			5	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=2)
528		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			5	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=3)
529	469	relation WeighJustificationAndFinalization	-- if ((~(((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_cur.EPOCH + 2))) /\ ~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ (epoch_cur = (checkpoint_cur.EPOCH + 1)))) /\ ((((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 3))) \/ ((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 2)))))	0	5	0	5	falsifiable-covered	markdown: redundant (deferred)
530		relation WeighJustificationAndFinalization	-- if (balance_prev_epoch_target <= ($UINT64_MAX / 3))			5	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=26)
531	470	relation WeighJustificationAndFinalization	-- if (balance_total_active <= ($UINT64_MAX / 2))	5	0	5	0	falsifiable-covered	overflow check; covered by generated tests (combined fail=11)
532		relation WeighJustificationAndFinalization	-- if (balance_current_epoch_target <= ($UINT64_MAX / 3))			5	0	falsifiable-covered	new-in-v2; F8; covered by generated tests (combined fail=6)
533	471	relation WeighJustificationAndFinalization	-- if ((balance_current_epoch_target * 3) >= (balance_total_active * 2))	5	0	5	0	redundant	was unfalsifiable-closing; spillover of 499/500; cascade with 507/520 (combined fail=12)
538		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 3)))			5	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=3)
539		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) \/ (checkpoint_prev.EPOCH <= ($UINT64_MAX - 2)))			5	0	target-limitation	new-in-v2; F14; needs finality-seed bits; limitation-coordinated: needs JUSTIFICATION_BITS pattern seeds or bits mutation
540		relation WeighJustificationAndFinalization	-- if (~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 2)))			5	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=2)
541		relation WeighJustificationAndFinalization	-- if (~(bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) \/ (checkpoint_cur.EPOCH <= ($UINT64_MAX - 1)))			5	0	falsifiable-covered	new-in-v2; F14; needs finality-seed bits; covered by generated tests (combined fail=3)
542	476	relation WeighJustificationAndFinalization	-- if (((~(((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_cur.EPOCH + 2))) /\ ~((bit*{bit <- bit*}[0] /\ bit*{bit <- bit*}[1]) /\ (epoch_cur = (checkpoint_cur.EPOCH + 1)))) /\ ~(((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ bit*{bit <- bit*}[3]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 3)))) /\ ~((bit*{bit <- bit*}[1] /\ bit*{bit <- bit*}[2]) /\ (epoch_cur = (checkpoint_prev.EPOCH + 2))))	5	0	5	0	unfalsifiable-closing	
545	479	relation ProcessEligibilityAndEjection	-- if $is_eligible_for_activation_queue(validator)	96	11520	96	11520	falsifiable-covered	
546	480	relation ProcessEligibilityAndEjection	-- if ($is_active_validator(validator, epoch_cur) /\ (validator.EFFECTIVE_BALANCE <= $EJECTION_BALANCE))	0	96	0	96	falsifiable-covered	
550	484	relation ProcessEligibilityAndEjection	-- if $is_eligible_for_activation_queue(validator)	96	11520	96	11520	falsifiable-covered	markdown: redundant (deferred)
551	485	relation ProcessEligibilityAndEjection	-- if ~($is_active_validator(validator, epoch_cur) /\ (validator.EFFECTIVE_BALANCE <= $EJECTION_BALANCE))	96	0	96	0	unfalsifiable-closing	
554	488	relation ProcessEligibilityAndEjection	-- if ~$is_eligible_for_activation_queue(validator)	11520	0	11520	0	unfalsifiable-closing	
555	489	relation ProcessEligibilityAndEjection	-- if ($is_active_validator(validator, epoch_cur) /\ (validator.EFFECTIVE_BALANCE <= $EJECTION_BALANCE))	88	11432	88	11432	falsifiable-covered	
559	493	relation ProcessEligibilityAndEjection	-- if ~$is_eligible_for_activation_queue(validator)	11432	0	11432	0	unfalsifiable-closing	
560	494	relation ProcessEligibilityAndEjection	-- if ~($is_active_validator(validator, epoch_cur) /\ (validator.EFFECTIVE_BALANCE <= $EJECTION_BALANCE))	11432	0	11432	0	unfalsifiable-closing	
561	495	relation ProcessEligibilityAndEjection_over_vids	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	36	11616	36	11616	falsifiable-covered	
562	496	relation ProcessEligibilityAndEjection_over_vids	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	11616	0	11616	0	unfalsifiable-closing	
566	500	relation ApplyActivations	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	36	36	36	36	falsifiable-covered	
567	501	relation ApplyActivations	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	36	0	36	0	unfalsifiable-closing	
572	506	relation ProcessSlot	-- if (state.LATEST_BLOCK_HEADER.STATE_ROOT = $ZERO_ROOT)	547	652	547	652	falsifiable-covered	
577	511	relation ProcessSlot	-- if (state.LATEST_BLOCK_HEADER.STATE_ROOT =/= $ZERO_ROOT)	652	0	652	0	unfalsifiable-closing	
581	515	relation ProcessJustificationAndFinalization	-- if (epoch_cur <= ($GENESIS_EPOCH + 1))	9	27	9	27	falsifiable-covered	
588	522	relation ProcessInactivityUpdates	-- if ($get_current_epoch(state) = $GENESIS_EPOCH)	6	30	6	30	falsifiable-covered	
592	526	relation ProcessRewardsAndPenalties	-- if ($get_current_epoch(state) = $GENESIS_EPOCH)	6	30	6	30	falsifiable-covered	
611		relation ProcessSlashings	-- if ($sum_<gwei>(state.SLASHINGS) <= ($UINT64_MAX / $PROPORTIONAL_SLASHING_MULTIPLIER_BELLATRIX))			36	0	falsifiable-covered	new-in-v2; slashings-sum guard; covered by generated tests (combined fail=28)
617		relation ProcessSlashings	-- (if (penalty_numerator <= $UINT64_MAX))*{penalty_numerator <- penalty_numerator*}			36	0	target-limitation	new-in-v2; F16; iterated-uninstrumented; needs due-slashed seed; limitation-coordinated: measured 9742/0 (vacuous empty iterations); needs due-slashed seed + coordinated whale product
621	553	relation ProcessEth1DataReset	-- if ((epoch_next \ $EPOCHS_PER_ETH1_VOTING_PERIOD) =/= 0)	35	1	35	1	falsifiable-covered	
624		relation ProcessEffectiveBalanceUpdates	-- if (|state.VALIDATORS| <= |state.BALANCES|)			36	0	falsifiable-covered	new-in-v2; F17; covered by generated tests (combined fail=28)
629	560	relation ProcessSlashingsReset	-- if (i < |state.SLASHINGS|)	36	0	36	0	unfalsifiable-tautology	
633	564	relation ProcessRandaoMixesReset	-- if (i < |state.RANDAO_MIXES|)	36	0	36	0	unfalsifiable-tautology	
635	566	relation ProcessHistoricalSummariesUpdate	-- if ((epoch_next \ ($SLOTS_PER_HISTORICAL_ROOT / $SLOTS_PER_EPOCH)) =/= 0)	35	1	35	1	falsifiable-covered	
642	573	relation ProcessSyncCommitteeUpdates	-- if ((epoch_next \ $EPOCHS_PER_SYNC_COMMITTEE_PERIOD) =/= 0)	35	1	35	1	falsifiable-covered	
656	587	relation ProcessSlots_loop	-- if (state.SLOT >= slot_target)	560	1199	560	1199	falsifiable-covered	
657	588	relation ProcessSlots_loop	-- if (state.SLOT < slot_target)	1199	0	1199	0	unfalsifiable-closing	
661	592	relation ProcessSlots_loop	-- if ((slot_next \ $SLOTS_PER_EPOCH) =/= 0)	1163	36	1163	36	falsifiable-covered	
664	595	relation ProcessSlots_loop	-- if (state.SLOT < slot_target)	36	0	36	0	unfalsifiable-closing	
668	599	relation ProcessSlots_loop	-- if ((slot_next \ $SLOTS_PER_EPOCH) = 0)	36	0	36	0	redundant	
672	603	relation ProcessSlots	-- if (state.SLOT < slot_target)	560	3	560	3	falsifiable-covered	
674	605	def $expected_withdrawals_loop	-- if (|withdrawal_acc*{withdrawal_acc <- withdrawal_acc*}| = $MAX_WITHDRAWALS_PER_PAYLOAD)	3	146255	3	146255	falsifiable-covered	
675	606	def $expected_withdrawals_loop	-- if (i >= uint64_bound)	554	145701	554	145701	falsifiable-covered	
676	607	def $expected_withdrawals_loop	-- if (vid < |state.VALIDATORS|)	145701	0	145701	0	falsifiable-covered	index bound checks; covered by generated tests (combined fail=20)
677		def $expected_withdrawals_loop	-- if (vid < |state.BALANCES|)			145701	0	falsifiable-covered	new-in-v2; F19; covered by generated tests (combined fail=18)
680	610	def $expected_withdrawals_loop	-- if ($is_fully_withdrawable_validator(validator, balance, epoch) = true)	26	145675	26	145675	falsifiable-covered	
681		def $expected_withdrawals_loop	-- if (withdrawalIndex <= ($UINT64_MAX - 1))			26	0	falsifiable-covered	new-in-v2; F18; covered by generated tests (combined fail=1)
683	612	def $expected_withdrawals_loop	-- if (vid < |state.VALIDATORS|)	145675	0	145675	0	falsifiable-covered	index bound checks; covered by generated tests (combined fail=20)
684		def $expected_withdrawals_loop	-- if (vid < |state.BALANCES|)			145675	0	falsifiable-covered	new-in-v2; F19; covered by generated tests (combined fail=18)
687	615	def $expected_withdrawals_loop	-- if ($is_fully_withdrawable_validator(validator, balance, epoch) = false)	145675	0	145675	0	redundant	was unfalsifiable-closing; spillover of 681 (next_withdrawal_index=UINT64_MAX aborts clause 2); confirmed by isolated rerun (combined fail=1)
688	616	def $expected_withdrawals_loop	-- if ($is_partially_withdrawable_validator(validator, balance) = true)	68	145607	68	145607	falsifiable-covered	
689		def $expected_withdrawals_loop	-- if (withdrawalIndex <= ($UINT64_MAX - 1))			68	0	falsifiable-covered	new-in-v2; F18; covered by generated tests (combined fail=1)
691	618	def $expected_withdrawals_loop	-- if (vid < |state.VALIDATORS|)	145607	0	145607	0	falsifiable-covered	index bound checks; covered by generated tests (combined fail=20)
692		def $expected_withdrawals_loop	-- if (vid < |state.BALANCES|)			145607	0	falsifiable-covered	new-in-v2; F19; covered by generated tests (combined fail=18)
695	621	def $expected_withdrawals_loop	-- if ~$is_fully_withdrawable_validator(validator, balance, epoch)	145607	0	145607	0	redundant	was unfalsifiable-closing; spillover of 681; same fall-through test as 687; confirmed by isolated rerun (combined fail=1)
696	622	def $expected_withdrawals_loop	-- if ~$is_partially_withdrawable_validator(validator, balance)	145607	0	145607	0	redundant	was unfalsifiable-closing; spillover of 689 (partial-withdrawal clause abort); confirmed by isolated rerun (combined fail=1)
702	628	relation ApplyWithdrawals	-- if withdrawal*{withdrawal <- withdrawal*} matches []	557	94	557	94	falsifiable-covered	
703	629	relation ApplyWithdrawals	-- if withdrawal*{withdrawal <- withdrawal*} matches _ :: _	94	0	94	0	unfalsifiable-closing	
707	633	relation AddFlag	-- if ~$has_flag(participationFlags, vid_flag)	11340	8986	11340	8986	falsifiable-covered	
709		relation AddFlag	-- if $has_flag(participationFlags, vid_flag)			8986	0	unfalsifiable-closing	new-in-v2; F20 complement; spillover of 332; included to verify; uncovered spillover of 332; migrates to redundant if source fires
710	635	relation AddFlags	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	14824	20326	14824	20326	falsifiable-covered	
711	636	relation AddFlags	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	20326	0	20326	0	unfalsifiable-closing	
715	640	relation ProcessFlags	-- if (vid_attesting < |participationFlags*{participationFlags <- participationFlags*}|)	14869	0	14869	0	unfalsifiable-tautology	
717	642	relation ProcessFlags_over_attesting	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	1053	14869	1053	14869	falsifiable-covered	
718	643	relation ProcessFlags_over_attesting	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	14869	0	14869	0	unfalsifiable-closing	
